City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
385,gizo,-8.103,156.8419,300.75,80,81,5.14,SB,1700668238
386,homer,59.6425,-151.5483,271.09,86,100,0.0,US,1700668239
387,mejit,10.2753,170.8646,300.61,77,18,9.55,MH,1700668239
388,arraial do cabo,-22.9661,-42.0278,306.13,66,0,9.77,BR,1700668240
389,usinsk,65.9939,57.5281,262.63,83,100,5.81,RU,1700668241
390,mizdah,31.4451,12.9801,291.62,31,24,7.77,LY,1700668242
391,makary,12.5717,14.4666,300.63,30,100,4.02,CM,1700668242
392,laguna,38.421,-121.4238,288.16,93,0,0.0,US,1700668243
393,tupaciguara,-18.5922,-48.705,303.81,40,85,2.37,BR,1700668244
394,mariupol,47.0667,37.5,273.68,71,100,3.77,UA,1700668245
395,dukhan,25.4297,50.7858,296.48,62,62,8.96,QA,1700668246
396,vernon,50.2581,-119.2691,276.27,88,99,0.51,CA,1700668246
397,kone,-21.0595,164.8658,294.95,78,77,2.1,NC,1700668247
398,jinchang,38.4953,102.1739,268.96,40,5,2.02,CN,1700668248
399,port hedland,-20.3167,118.5667,300.18,50,19,4.12,AU,1700668249
400,torghay,49.6339,63.4981,275.92,92,100,10.56,KZ,1700668249
401,namibe,-15.1961,12.1522,298.37,70,100,7.07,AO,1700668250
402,millerovo,48.9226,40.3967,266.88,69,32,3.73,RU,1700668251
403,barauli,26.4,84.5833,293.36,36,0,2.3,IN,1700668252
404,uturoa,-16.7333,-151.4333,299.47,82,40,7.68,PF,1700668252
405,nishinoomote,30.7333,131.0,293.81,68,0,2.46,JP,1700668253
406,kavieng,-2.5744,150.7967,300.15,81,84,1.39,PG,1700668254
407,al muwayh,22.4333,41.7583,300.41,32,71,10.04,SA,1700668254
408,sechura,-5.5569,-80.8222,298.79,62,59,3.69,PE,1700668255
409,ambon,-3.6954,128.1814,298.23,94,40,2.57,ID,1700668256
410,shingu,33.7333,135.9833,284.35,88,4,2.13,JP,1700668257
411,ketchikan,55.3422,-131.6461,279.14,93,100,2.06,US,1700668257
412,jaguarari,-10.2639,-40.1958,306.05,29,100,4.03,BR,1700668258
413,gijon,43.5357,-5.6615,287.04,89,89,6.26,ES,1700668259
414,nellikkuppam,11.7667,79.6833,299.26,85,94,2.37,IN,1700668260
415,kapit,2.0167,112.9333,296.96,99,100,1.08,MY,1700668260
416,prado,-17.3411,-39.2208,301.55,61,6,6.36,BR,1700668261
417,kalsdorf bei graz,46.961,15.4723,280.57,68,20,2.57,AT,1700668262
418,saint-francois,46.4154,3.9054,279.84,66,0,5.14,FR,1700668263
419,palikir - national government center,6.9248,158.1611,301.01,78,32,5.8,FM,1700668264
420,tacuarembo,-31.7333,-55.9833,291.39,94,100,5.15,UY,1700668264
421,chanderi,24.7167,78.1333,291.76,39,1,2.42,IN,1700668265
422,blonie,52.1985,20.6171,271.23,76,11,0.45,PL,1700668266
423,dryden,49.7833,-92.7503,268.31,86,75,2.57,CA,1700668267
424,raseiniai,55.3736,23.1217,268.36,86,82,2.91,LT,1700668268
425,mitu,1.1983,-70.1733,303.2,62,100,1.52,CO,1700668269
426,labuan,5.2767,115.2417,300.35,89,20,2.06,MY,1700668269
427,hami,42.8,93.45,274.51,32,9,2.45,CN,1700668270
428,rio hato,8.3833,-80.1667,299.9,83,40,1.54,PA,1700668271
429,macaubas,-13.0194,-42.6986,309.24,21,44,1.61,BR,1700668272
430,bykovo,55.6361,38.0803,266.29,72,75,8.0,RU,1700668273
431,rantoul,40.3084,-88.1559,278.7,95,100,4.63,US,1700668256
432,flying fish cove,-10.4217,105.6791,299.59,77,98,7.73,CX,1700668274
433,el granada,37.5027,-122.4694,289.21,61,0,0.45,US,1700668275
434,inari,68.906,27.0288,263.26,84,100,5.64,FI,1700668277
435,mocimboa,-11.3167,40.35,300.56,77,99,4.47,MZ,1700668278
436,gunnison,38.7,-107.0673,261.62,45,98,0.47,US,1700668279
437,abong mbang,3.9833,13.1833,295.96,84,100,1.14,CM,1700668280
438,pathein,16.7833,94.7333,297.28,92,10,2.56,MM,1700668281
439,santo domingo petapa,16.8181,-95.1403,293.45,69,50,7.39,MX,1700668282
440,parthenay,46.6667,-0.4167,282.81,71,23,5.69,FR,1700668283
441,chunskiy,56.0815,99.6342,253.76,100,39,0.65,RU,1700668284
442,owerri,5.4833,7.0304,300.09,82,99,3.25,NG,1700668285
443,olympia,47.0379,-122.9007,282.55,98,100,0.77,US,1700668285
444,vila velha,-20.3297,-40.2925,304.12,68,0,8.23,BR,1700668286
445,nurabad,34.0734,47.9725,277.93,42,28,0.24,IR,1700668287
446,kamaishi,39.2667,141.8833,284.65,73,0,3.37,JP,1700668288
447,howrah,22.5892,88.3103,296.15,64,0,0.0,IN,1700668289
448,antofagasta,-23.65,-70.4,292.75,62,61,4.12,CL,1700668290
449,tvoroyri,61.5556,-6.8111,280.14,79,99,16.52,FO,1700668290
450,grand falls-windsor,48.9332,-55.6649,271.76,73,28,1.68,CA,1700668291
451,enriquillo,17.9,-71.2333,302.97,62,0,5.28,DO,1700668292
452,pollock pines,38.7613,-120.5866,284.4,36,0,2.57,US,1700668293
453,dauphin,51.1494,-100.0502,268.23,74,75,4.12,CA,1700668294
454,mazagao,-0.115,-51.2894,307.18,45,29,3.36,BR,1700668294
455,kalix,65.853,23.1565,271.81,96,100,11.96,SE,1700668295
456,hastings,50.8552,0.5729,284.42,80,100,5.62,GB,1700668091
457,fort portal,0.6617,30.2748,290.3,98,94,1.38,UG,1700668297
458,mugia,43.1041,-9.2179,289.77,72,12,10.39,ES,1700668298
459,nagqu,31.5,92.0,264.83,35,0,0.67,CN,1700668299
460,najran,17.4924,44.1277,299.51,35,31,4.9,SA,1700668300
461,lodwar,3.1191,35.5973,304.85,41,97,7.38,KE,1700668300
462,xiva,41.3783,60.3639,284.14,60,69,8.41,UZ,1700668302
463,okahao,-17.885,15.0667,309.01,18,92,2.15,NA,1700668303
464,bam,29.106,58.357,289.08,31,0,5.31,IR,1700668304
465,rodolfo sanchez taboada,31.7167,-116.5667,292.47,33,92,2.94,MX,1700668304
466,trincomalee,8.5711,81.2335,300.43,81,100,3.54,LK,1700668305
467,tidjikja,18.5564,-11.4271,304.23,8,84,6.03,MR,1700668306
468,korla,41.7597,86.1469,277.45,49,7,3.25,CN,1700668307
469,antalaha,-14.9003,50.2788,298.8,80,82,4.64,MG,1700668307
470,murghob,38.1702,73.9667,268.95,32,0,2.12,TJ,1700668308
471,alaghsas,17.0187,8.0168,305.09,13,99,3.09,NE,1700668309
472,ola,59.5833,151.2833,256.42,71,99,5.69,RU,1700668310
473,turbana,10.2717,-75.4422,302.6,70,26,1.45,CO,1700668310
474,chinde,26.8418,88.0763,286.05,79,34,1.2,NP,1700668311
475,molina,-35.1167,-71.2833,293.91,51,0,4.12,CL,1700668312
476,san vicente,-26.6167,-54.1333,300.39,68,93,2.59,AR,1700668313
477,superior,46.7208,-92.1041,273.98,68,0,4.12,US,1700668220
478,ponta delgada,37.7333,-25.6667,291.55,82,20,8.75,PT,1700668254
479,la sarre,48.8002,-79.1996,270.64,86,96,2.55,CA,1700668315
480,markovo,57.3206,107.0881,254.25,90,100,2.56,RU,1700668316
481,lorengau,-2.0226,147.2712,300.25,80,21,1.93,PG,1700668316
482,menongue,-14.6585,17.691,303.97,28,68,3.44,AO,1700668317
483,naze,28.3667,129.4833,290.66,74,1,2.5,JP,1700668318
484,bakchar,57.0186,82.0711,263.89,62,100,4.28,RU,1700668319
485,tarasovskiy,48.7292,40.3636,267.45,69,64,3.65,RU,1700668319
486,chisec,15.8167,-90.2833,298.28,99,99,0.69,GT,1700668320
487,uige,-7.6087,15.0613,297.61,88,98,0.48,AO,1700668321
488,saveh,35.0213,50.3566,284.55,23,7,2.83,IR,1700668322
489,ciudad madero,22.2667,-97.8333,289.85,49,100,8.03,MX,1700668323
490,tindouf,27.6711,-8.1474,302.4,13,0,6.17,DZ,1700668323
491,nizhniy kuranakh,58.8353,125.4869,251.27,96,100,3.71,RU,1700668324
492,ouani,-12.1322,44.4258,301.01,80,100,2.51,KM,1700668325
493,nelson bay,-32.7167,152.15,293.15,98,98,2.68,AU,1700668326
494,taoudenni,22.6783,-3.9836,302.67,11,100,2.43,ML,1700668327
495,spring creek,40.7266,-115.5859,264.98,34,19,0.62,US,1700668119
496,trapani,37.8333,12.6667,287.75,88,40,2.06,IT,1700668066
497,chibougamau,49.9168,-74.3659,269.94,93,100,3.09,CA,1700668330
498,alesund,62.4723,6.1549,280.56,73,40,9.26,NO,1700668330
499,taulaga,-11.0553,-171.0883,301.08,73,73,4.89,AS,1700668331
500,qaqortoq,60.7167,-46.0333,261.88,68,0,3.27,GL,1700668332
501,paita,-5.0892,-81.1144,296.93,72,66,4.97,PE,1700668333
502,kapa'a,22.0752,-159.319,295.98,88,61,1.34,US,1700668086
503,urucara,-2.5364,-57.76,308.06,45,91,2.2,BR,1700668334
504,al mindak,20.1588,41.2834,293.93,73,96,1.16,SA,1700668335
505,catalhoyuk,37.6685,32.8269,284.27,56,83,3.87,TR,1700668336
506,tweed heads,-28.1817,153.547,294.26,93,75,0.0,AU,1700668337
507,bonthe,7.5264,-12.505,303.21,65,9,4.98,SL,1700668338
508,tobelo,1.7284,128.0095,300.82,84,66,3.47,ID,1700668339
509,dhuusamarreeb,5.535,46.3861,301.78,47,90,3.88,SO,1700668340
510,puerto aysen,-45.4,-72.7,280.27,100,100,1.85,CL,1700668341
511,kannus,63.9,23.9,270.61,92,100,7.59,FI,1700668342
512,peniche,39.3558,-9.3811,292.08,64,43,5.23,PT,1700668342
513,alpine,32.835,-116.7664,292.75,29,55,3.28,US,1700668343
514,maribor,46.5547,15.6467,279.84,77,20,3.09,SI,1700668174
515,chifeng,42.2683,118.9636,269.91,60,13,4.66,CN,1700668345
516,prince george,53.9166,-122.753,273.84,96,100,3.6,CA,1700668210
517,callao,-12.0667,-77.15,297.31,60,75,4.63,PE,1700668346
518,yaren,-0.5472,166.916,301.51,74,100,2.04,NR,1700668347
519,vallenar,-28.5708,-70.7581,300.73,25,0,3.81,CL,1700668348
520,jose panganiban,14.2906,122.6917,298.55,92,94,2.99,PH,1700668349
521,alingsas,57.9303,12.5335,278.96,93,100,9.79,SE,1700668350
522,sisimiut,66.9395,-53.6735,266.09,74,100,7.04,GL,1700668350
523,popondetta,-8.7537,148.2534,296.81,86,7,1.08,PG,1700668351
524,cookeville,36.1628,-85.5016,278.99,93,100,2.57,US,1700668352
525,santa terezinha,-29.9002,-50.0904,294.63,97,100,3.0,BR,1700668353
526,harda khas,22.3333,77.1,295.08,48,0,1.33,IN,1700668353
527,haiku-pauwela,20.9219,-156.3051,296.51,97,20,6.17,US,1700668354
528,mana,5.6592,-53.7767,303.97,64,68,4.92,GF,1700668355
529,rurrenabaque,-14.4413,-67.5278,304.98,55,40,6.17,BO,1700668356
530,coshocton,40.272,-81.8596,280.34,89,100,2.68,US,1700668356
531,gerash,27.6652,54.1371,291.23,38,1,2.55,IR,1700668357
532,hurricane,37.1753,-113.2899,281.26,31,44,1.42,US,1700668358
533,island harbour,50.724,-1.2758,285.33,86,100,1.34,GB,1700668359
534,erechim,-27.6342,-52.2739,298.23,85,80,5.42,BR,1700668359
535,bhimunipatnam,17.8833,83.4333,299.88,83,95,1.84,IN,1700668360
536,rumphi,-11.0186,33.8575,300.51,41,9,2.96,MW,1700668362
537,amos,48.5669,-78.1162,271.16,86,100,2.61,CA,1700668362
538,taungdwingyi,20.0167,95.55,295.11,74,35,1.82,MM,1700668363
539,teulada,38.7294,0.1038,291.15,36,0,3.13,ES,1700668364
540,kosh-agach,50.0,88.6667,256.1,72,27,0.45,RU,1700668365
541,buala,-8.145,159.5921,299.43,82,100,2.04,SB,1700668366
542,swakopmund,-22.6833,14.5333,292.58,78,39,3.58,NA,1700668366
543,santa helena de goias,-17.8136,-50.5969,308.58,32,81,4.05,BR,1700668367
544,dahlonega,34.5326,-83.9849,284.87,91,76,5.55,US,1700668368
545,marondera,-18.1853,31.5519,294.93,49,88,3.21,ZW,1700668148
546,kaa-khem,51.6833,94.7333,250.53,90,31,1.77,RU,1700668370
547,baiao,-2.7906,-49.6717,302.9,57,91,0.25,BR,1700668371
548,merizo village,13.2658,144.6691,301.46,89,40,6.07,GU,1700668371
549,patan,27.6667,85.3333,287.36,82,20,1.03,NP,1700668372
550,yanam,16.7333,82.2167,298.13,87,100,2.4,IN,1700668373
551,port moresby,-9.4431,147.1797,298.83,89,40,2.57,PG,1700668374
552,gulf shores,30.246,-87.7008,287.23,72,75,5.14,US,1700668374
553,kegeyli shahar,42.7767,59.6078,281.2,43,92,8.75,UZ,1700668375
554,juneau,58.3019,-134.4197,277.15,97,100,4.12,US,1700668205
555,la ronge,55.1001,-105.2842,259.29,72,20,3.09,CA,1700668377
556,macapa,0.0389,-51.0664,307.14,55,40,6.17,BR,1700668378
557,kargasok,59.0556,80.8572,263.69,84,100,4.02,RU,1700668379
558,carsamba,41.1989,36.7219,290.01,36,0,2.57,TR,1700668379
559,glendive,47.1053,-104.7125,281.94,42,0,6.17,US,1700668380
560,crane,31.3974,-102.3501,284.04,29,0,2.58,US,1700668381
561,peace river,56.2501,-117.286,263.51,97,75,1.54,CA,1700668382
562,beratzhausen,49.0967,11.8083,275.56,81,100,0.0,DE,1700668382
563,berdigestyakh,62.0989,126.6992,245.65,95,100,3.76,RU,1700668383
564,lindi,-10.0,39.7167,298.12,91,100,3.14,TZ,1700668385
565,celestun,20.8667,-90.4,300.81,67,7,4.52,MX,1700668386
566,poyarkovo,49.6,128.6833,260.94,74,100,6.76,RU,1700668387
567,wanning,18.8003,110.3967,296.7,81,85,2.56,CN,1700668388
568,upington,-28.4478,21.2561,311.36,12,0,4.12,ZA,1700668389
569,chebarkul',54.9749,60.3633,269.02,95,100,0.57,RU,1700668390
570,port shepstone,-30.7414,30.455,296.34,86,2,2.3,ZA,1700668391
571,vilyuysk,63.7553,121.6247,239.98,98,87,2.06,RU,1700668392
572,sinnar,13.5691,33.5672,305.7,31,100,3.29,SD,1700668393
573,yetkul',54.8221,61.588,271.88,98,100,2.81,RU,1700668393
574,castelnuovo del garda,45.4388,10.7598,288.18,59,0,1.03,IT,1700668394
575,kampene,-3.6,26.6667,294.69,98,98,1.21,CD,1700668395
576,constitucion,-35.3333,-72.4167,290.28,54,96,7.34,CL,1700668396
577,liminka,64.8099,25.4155,268.68,84,100,8.75,FI,1700668397
